time, Quad1.Est.E.VX, Quad2.Est.E.VX, Quad3.Est.E.VX, Quad4.Est.E.VX, Quad5.Est.E.VX, Quad6.Est.E.VX, Quad7.Est.E.VX, Quad8.Est.E.VX, Quad9.Est.E.VX, Quad10.Est.E.VX, Quad1.Est.S.VX, Quad1.Est.S.VX
0.989991,-0.004601
0.994991,-0.004164
0.999991,-0.007628
1.004991,-0.007001
1.009991,-0.012134
1.014991,-0.010916
1.019992,-0.006121
1.024992,-0.006086
1.029992,-0.011263
1.034992,-0.010945
1.039993,0.001301
1.044993,-0.000058
1.049993,0.005149
1.054993,0.007205
1.059994,0.019288
1.064994,0.020928
1.069994,0.019664
1.074994,0.021205
1.079994,0.025967
1.084995,0.028725
1.089995,0.021700
1.094995,0.018480
1.099995,0.024744
1.104996,0.026192
1.109996,0.021463
1.114996,0.020635
1.119996,0.019109
1.124997,0.020785
1.129997,0.023823
1.134997,0.024138
1.139997,0.034680
1.144997,0.039158
1.149998,0.044382
1.154998,0.046655
1.159998,0.043589
1.164998,0.043435
1.169999,0.027849
1.174999,0.028442
1.179999,0.024710
1.184999,0.024404
1.190000,0.025963
1.195000,0.025802
1.200000,0.012936
1.205000,0.011458
1.210001,0.001735
1.215001,-0.000380
1.220001,0.007537
1.225001,0.008587
1.230001,-0.001855
1.235002,-0.002309
1.240002,-0.013363
1.245002,-0.014695
1.250002,-0.025605
1.255003,-0.025044
1.260003,-0.012411
1.265003,-0.011015
1.270003,-0.003899
1.275004,-0.003833
1.280004,0.003062
1.285004,0.000132
1.290004,-0.010978
1.295004,-0.009872
1.300005,-0.015398
1.305005,-0.016714
1.310005,-0.016061
1.315005,-0.017926
1.320006,-0.018084
1.325006,-0.020438
1.330006,-0.010547
1.335006,-0.009618
1.340007,-0.012154
1.345007,-0.014122
1.350007,-0.006850
1.355007,-0.004618
1.360008,0.003401
1.365008,0.002477
1.370008,0.005985
1.375008,0.008112
1.380008,0.016876
1.385009,0.019567
1.390009,0.015385
1.395009,0.015228
1.400009,0.020273
1.405010,0.018373
1.410010,0.017044
1.415010,0.015893
1.420010,0.009165
1.425011,0.011752
1.430011,0.004859
1.435011,0.004414
1.440011,-0.003840
1.445011,-0.002816
1.450012,-0.003638
1.455012,-0.000556
1.460012,-0.008499
1.465012,-0.008401
1.470013,-0.012655
1.475013,-0.015831
1.480013,-0.012870
1.485013,-0.013898
1.490014,0.007110
1.495014,0.008042
1.500014,0.009309
1.505014,0.010970
1.510015,0.021335
1.515015,0.023117
1.520015,0.023487
1.525015,0.023890
1.530015,0.023192
1.535016,0.026652
1.540016,0.013742
1.545016,0.014856
1.550016,0.006138
1.555017,0.006192
1.560017,0.005864
1.565017,0.007433
1.570017,0.002933
1.575018,0.004714
1.580018,0.021772
1.585018,0.022319
1.590018,0.008187
1.595019,0.009205
1.600019,0.003458
1.605019,0.001988
1.610019,-0.003563
1.615019,-0.002469
1.620020,-0.004541
1.625020,-0.004964
1.630020,-0.007124
1.635020,-0.008405
1.640021,-0.006178
1.645021,-0.006690
1.650021,-0.017220
1.655021,-0.018880
1.660022,-0.017540
1.665022,-0.017726
1.670022,-0.005685
1.675022,-0.009524
1.680022,-0.000692
1.685023,-0.000186
1.690023,-0.005937
1.695023,-0.004583
1.700023,-0.003259
1.705024,0.001140
1.710024,-0.007268
1.715024,-0.004928
1.720024,-0.002720
1.725025,-0.003705
1.730025,-0.003836
1.735025,-0.005721
1.740025,-0.015485
1.745026,-0.012740
1.750026,-0.024928
1.755026,-0.023531
1.760026,-0.016261
1.765026,-0.018319
1.770027,-0.024533
1.775027,-0.026179
1.780027,-0.029765
1.785027,-0.031103
1.790028,-0.018352
1.795028,-0.017706
1.800028,-0.022165
1.805028,-0.019830
1.810029,-0.025315
1.815029,-0.026596
1.820029,-0.022256
1.825029,-0.024638
1.830029,-0.027467
1.835030,-0.024848
1.840030,-0.009645
1.845030,-0.010570
1.850030,-0.005661
1.855031,-0.004704
1.860031,-0.006817
1.865031,-0.007679
1.870031,-0.008801
1.875032,-0.009936
1.880032,-0.018373
1.885032,-0.016629
1.890032,-0.024605
1.895033,-0.023329
1.900033,-0.011455
1.905033,-0.011429
1.910033,-0.020636
1.915033,-0.019867
1.920034,-0.022309
1.925034,-0.022873
1.930034,-0.022340
1.935034,-0.025986
1.940035,-0.027196
1.945035,-0.025450
1.950035,-0.009517
1.955035,-0.007761
1.960036,0.008186
1.965036,0.011515
1.970036,0.005841
1.975036,0.002074
1.980036,-0.005258
1.985037,-0.007596
1.990037,0.001292
1.995037,-0.000558
2.000037,-0.010962
2.005037,-0.010524
2.010037,-0.014877
2.015036,-0.014564
2.020036,-0.031908
2.025036,-0.030755
2.030035,-0.035756
2.035035,-0.034006
2.040035,-0.035401
2.045034,-0.033284
2.050034,-0.042476
2.055033,-0.042096
2.060033,-0.052049
2.065033,-0.051121
2.070032,-0.046354
2.075032,-0.048990
2.080032,-0.046575
2.085031,-0.043640
2.090031,-0.067095
2.095031,-0.068619
2.100030,-0.052495
2.105030,-0.052563
2.110029,-0.052572
2.115029,-0.055442
2.120029,-0.037150
2.125028,-0.039976
2.130028,-0.046172
2.135028,-0.048509
2.140027,-0.054599
2.145027,-0.055675
2.150027,-0.050283
2.155026,-0.052509
2.160026,-0.057384
2.165025,-0.056257
2.170025,-0.044826
2.175025,-0.048554
2.180024,-0.045837
2.185024,-0.045792
2.190024,-0.043146
2.195023,-0.043783
2.200023,-0.042538
2.205023,-0.040108
2.210022,-0.037710
2.215022,-0.038097
2.220021,-0.034570
2.225021,-0.033759
2.230021,-0.019304
2.235020,-0.019293
2.240020,-0.027155
2.245020,-0.027604
2.250019,-0.023515
2.255019,-0.022450
2.260019,-0.029647
2.265018,-0.029830
2.270018,-0.025325
2.275017,-0.026600
2.280017,-0.018636
2.285017,-0.015931
2.290016,-0.025023
2.295016,-0.020486
2.300016,-0.013212
2.305015,-0.012294
2.310015,-0.017085
2.315015,-0.015785
2.320014,-0.003358
2.325014,-0.002098
2.330014,0.002904
2.335013,0.003444
2.340013,0.006168
2.345012,0.007269
2.350012,-0.004057
2.355012,-0.006712
2.360011,-0.005483
2.365011,-0.005079
2.370011,-0.003296
2.375010,-0.002907
2.380010,0.007209
2.385010,0.007077
2.390009,-0.013608
2.395009,-0.013009
2.400008,-0.006320
2.405008,-0.006847
2.410008,-0.009225
2.415007,-0.006538
2.420007,-0.015216
2.425007,-0.018599
2.430006,-0.021546
2.435006,-0.021173
2.440006,-0.034775
2.445005,-0.034423
2.450005,-0.034524
2.455004,-0.032484
2.460004,-0.016914
2.465004,-0.016266
2.470003,-0.014726
2.475003,-0.013817
2.480003,-0.006963
2.485002,-0.006635
2.490002,-0.018884
2.495002,-0.015991
2.500001,-0.005387
2.505001,-0.006083
2.510000,-0.003341
2.515000,-0.003075
2.520000,0.001639
2.524999,-0.000121
2.529999,-0.002766
2.534999,-0.003857
2.539998,-0.001377
2.544998,-0.000839
2.549998,0.012303
2.554997,0.011726
2.559997,0.012149
2.564996,0.012846
2.569996,0.012671
2.574996,0.012044
2.579995,-0.001883
2.584995,-0.002342
2.589995,-0.003524
2.594994,-0.002899
2.599994,0.007994
2.604994,0.009443
2.609993,0.002518
2.614993,0.005413
2.619992,0.014407
2.624992,0.018521
2.629992,0.026415
2.634991,0.025802
2.639991,0.041936
2.644991,0.040190
2.649990,0.036040
2.654990,0.036608
2.659990,0.042508
2.664989,0.042210
2.669989,0.046333
2.674989,0.047926
2.679988,0.038405
2.684988,0.037812
2.689987,0.041399
2.694987,0.037316
2.699987,0.035293
2.704986,0.039248
2.709986,0.029221
2.714986,0.031578
2.719985,0.038008
2.724985,0.038208
2.729985,0.025686
2.734984,0.027154
2.739984,0.029318
2.744983,0.028212
2.749983,0.029567
2.754983,0.028474
2.759982,0.018231
2.764982,0.016759
2.769982,0.020018
2.774981,0.019727
2.779981,0.009434
2.784981,0.008905
2.789980,-0.001883
2.794980,-0.003888
2.799979,-0.016556
2.804979,-0.015604
2.809979,0.001065
2.814978,-0.001752
2.819978,-0.002735
2.824978,-0.002158
2.829977,-0.007288
2.834977,-0.007554
2.839977,-0.022408
2.844976,-0.021057
2.849976,-0.011316
2.854975,-0.012841
2.859975,-0.006184
2.864975,-0.005639
2.869974,0.006895
2.874974,0.005460
2.879974,0.010264
2.884973,0.006874
2.889973,0.009249
2.894973,0.007802
2.899972,-0.003362
2.904972,-0.005809
2.909971,-0.023742
2.914971,-0.021814
2.919971,-0.024920
2.924970,-0.021608
2.929970,-0.018339
2.934970,-0.018977
2.939969,-0.017294
2.944969,-0.016390
2.949969,-0.018571
2.954968,-0.018188
2.959968,-0.013236
2.964967,-0.011897
2.969967,-0.005610
2.974967,-0.007890
2.979966,-0.000889
2.984966,-0.001420
2.989966,0.004997
2.994965,0.005713
2.999965,0.026200
3.004965,0.028993
3.009964,0.028360
3.014964,0.029512
3.019964,0.026218
3.024963,0.023321
3.029963,0.025541
3.034962,0.026855
3.039962,0.022829
3.044962,0.022043
3.049961,0.027868
3.054961,0.027643
3.059961,0.028493
3.064960,0.028034
3.069960,0.035715
3.074960,0.034823
3.079959,0.025088
3.084959,0.026630
3.089958,0.020430
3.094958,0.018563
3.099958,0.019410
3.104957,0.019714
3.109957,0.036773
3.114957,0.038093
3.119956,0.040495
3.124956,0.039336
3.129956,0.054177
3.134955,0.052487
3.139955,0.059189
3.144954,0.059230
3.149954,0.062105
3.154954,0.067919
3.159953,0.063918
3.164953,0.062129
3.169953,0.039620
3.174952,0.037389
3.179952,0.044751
3.184952,0.042999
3.189951,0.025393
3.194951,0.027303
3.199950,0.025649
3.204950,0.022079
3.209950,0.027474
3.214949,0.023423
3.219949,0.029576
3.224949,0.033850
3.229948,0.031403
3.234948,0.032590
3.239948,0.028295
3.244947,0.027653
3.249947,0.024773
3.254946,0.025852
3.259946,0.029270
3.264946,0.029053
3.269945,0.018480
3.274945,0.021778
3.279945,0.018669
3.284944,0.017315
3.289944,0.022652
3.294944,0.020906
3.299943,0.025466
3.304943,0.021961
3.309942,0.033399
3.314942,0.034366
3.319942,0.009637
3.324941,0.010750
3.329941,0.031877
3.334941,0.028723
3.339940,0.021723
3.344940,0.021948
3.349940,0.021322
3.354939,0.016322
3.359939,0.014584
3.364938,0.014879
3.369938,0.021151
3.374938,0.019822
3.379937,0.009454
3.384937,0.008709
3.389937,0.012116
3.394936,0.012959
3.399936,0.011315
3.404936,0.014373
3.409935,0.026292
3.414935,0.024154
3.419935,0.020470
3.424934,0.019057
3.429934,0.010757
3.434933,0.006629
3.439933,-0.000974
3.444933,0.000243
3.449932,0.016040
3.454932,0.016477
3.459932,0.004458
3.464931,0.005164
3.469931,0.019063
3.474931,0.018014
3.479930,0.020436
3.484930,0.020967
3.489929,0.020535
3.494929,0.020614
3.499929,0.011719
3.504928,0.012600
3.509928,0.015674
3.514928,0.016832
3.519927,0.009295
3.524927,0.010822
3.529927,0.003708
3.534926,0.002984
3.539926,0.004735
3.544925,0.006550
3.549925,0.003614
3.554925,0.004511
3.559924,0.005821
3.564924,0.009077
3.569924,0.006130
3.574923,0.006770
3.579923,0.004248
3.584923,0.006106
3.589922,-0.001027
3.594922,0.000837
3.599921,0.003310
3.604921,0.004320
3.609921,0.008736
3.614920,0.006415
3.619920,0.008904
3.624920,0.010625
3.629919,0.003585
3.634919,0.003693
3.639919,0.011915
3.644918,0.013677
3.649918,0.004742
3.654917,0.005443
3.659917,0.006709
3.664917,0.007714
3.669916,0.010717
3.674916,0.013797
3.679916,0.023427
3.684915,0.024643
3.689915,0.032015
3.694915,0.031710
3.699914,0.022439
3.704914,0.023409
3.709913,0.035355
3.714913,0.035543
3.719913,0.041641
3.724912,0.042234
3.729912,0.012443
3.734912,0.014682
3.739911,-0.007127
3.744911,-0.008705
3.749911,-0.009910
3.754910,-0.010187
3.759910,-0.013014
3.764910,-0.012331
3.769909,-0.011604
3.774909,-0.014981
3.779908,-0.014674
3.784908,-0.016056
3.789908,-0.016643
3.794907,-0.017061
3.799907,0.002426
3.804907,0.004138
3.809906,0.009779
0.005000,0.000000,0.300030
0.010000,0.000013,0.300057
0.015000,0.000033,0.300105
0.020000,0.000015,0.300143
0.025000,0.000037,0.300210
0.030000,0.000050,0.300260
0.035000,0.000072,0.300344
0.040000,0.000065,0.300407
0.045000,0.000079,0.300509
0.050000,0.000069,0.300583
0.055000,0.000078,0.300704
0.060000,0.000299,0.300790
0.065000,0.000355,0.300928
0.070000,0.000305,0.301027
0.075000,0.000344,0.301183
0.080000,0.000025,0.301293
0.085000,0.000038,0.301468
0.090000,0.000434,0.301590
0.095000,0.000514,0.301782
0.100000,0.000763,0.301916
0.105000,0.011698,0.299776
0.110000,0.011787,0.299857
0.115000,0.011949,0.299983
0.120000,0.012082,0.300070
0.125000,0.012313,0.300205
0.130000,0.012498,0.300298
0.135000,0.012796,0.300441
0.140000,0.013021,0.300540
0.145000,0.013378,0.300693
0.150000,0.013572,0.300798
0.155000,0.013962,0.300960
0.160000,0.013998,0.301071
0.165000,0.014377,0.301241
0.170000,0.014637,0.301358
0.175000,0.015047,0.301538
0.180000,0.015417,0.301661
0.185000,0.015869,0.301850
0.190000,0.016416,0.301978
0.195000,0.016929,0.302176
0.200000,0.017400,0.302311
0.205000,0.007383,0.299956
0.210000,0.007672,0.300055
0.215000,0.008125,0.300206
0.220000,0.008433,0.300308
0.225000,0.008912,0.300465
0.230000,0.009237,0.300572
0.235000,0.009732,0.300735
0.240000,0.010093,0.300845
0.245000,0.010614,0.301014
0.250000,0.010853,0.301129
0.255000,0.011352,0.301304
0.260000,0.011528,0.301423
0.265000,0.011998,0.301604
0.270000,0.012360,0.301726
0.275000,0.012842,0.301913
0.280000,0.013182,0.302040
0.285000,0.013671,0.302233
0.290000,0.013993,0.302364
0.295000,0.014485,0.302563
0.300000,0.014749,0.302697
0.305000,0.044883,0.300239
0.310000,0.045308,0.300346
0.314999,0.045936,0.300509
0.319999,0.046357,0.300619
0.324999,0.046985,0.300786
0.329999,0.047405,0.300899
0.334999,0.048037,0.301071
0.339999,0.048468,0.301187
0.344999,0.049107,0.301364
0.349999,0.049536,0.301483
0.354999,0.050176,0.301664
0.359999,0.050606,0.301786
0.364999,0.051247,0.301972
0.369999,0.051667,0.302097
0.374999,0.052307,0.302287
0.379999,0.052733,0.302416
0.384999,0.053373,0.302610
0.389999,0.053801,0.302742
0.394998,0.054442,0.302941
0.399998,0.054859,0.303075
0.404998,0.030546,0.300557
0.409998,0.030999,0.300669
0.414998,0.031688,0.300839
0.419998,0.032142,0.300953
0.424998,0.032834,0.301126
0.429998,0.033296,0.301243
0.434998,0.033989,0.301420
0.439998,0.034447,0.301539
0.444998,0.035139,0.301719
0.449998,0.035575,0.301841
0.454998,0.036257,0.302025
0.459998,0.036712,0.302150
0.464998,0.037396,0.302338
0.469997,0.037913,0.302464
0.474997,0.038612,0.302656
0.479997,0.039121,0.302785
0.484997,0.039830,0.302981
0.489997,0.040275,0.303112
0.494997,0.040980,0.303311
0.499997,0.041479,0.303445
0.504997,0.021289,0.300890
0.509997,0.021529,0.301004
0.514997,0.021944,0.301178
0.519997,0.022212,0.301295
0.524997,0.022637,0.301471
0.529997,0.022924,0.301590
0.534997,0.023357,0.301770
0.539997,0.023647,0.301891
0.544997,0.024085,0.302074
0.549996,0.024406,0.302197
0.554996,0.024863,0.302383
0.559996,0.025251,0.302509
0.564996,0.025741,0.302698
0.569996,0.025924,0.302825
0.574996,0.026386,0.303018
0.579996,0.026699,0.303147
0.584996,0.027166,0.303343
0.589996,0.027332,0.303475
0.594996,0.027780,0.303674
0.599996,0.027914,0.303808
0.604996,0.082162,0.301226
0.609996,0.082693,0.301343
0.614996,0.083446,0.301519
0.619996,0.083936,0.301638
0.624996,0.084694,0.301816
0.629995,0.085220,0.301937
0.634995,0.085966,0.302118
0.639995,0.086462,0.302240
0.644995,0.087186,0.302425
0.649995,0.087693,0.302549
0.654995,0.088432,0.302736
0.659995,0.088930,0.302862
0.664995,0.089672,0.303052
0.669995,0.090118,0.303180
0.674995,0.090848,0.303373
0.679995,0.091146,0.303503
0.684995,0.091841,0.303698
0.689995,0.092485,0.303830
0.694995,0.093207,0.304028
0.699995,0.093435,0.304162
0.704994,0.059916,0.301563
0.709994,0.060141,0.301681
0.714994,0.060687,0.301859
0.719994,0.061082,0.301978
0.724994,0.061622,0.302158
0.729994,0.062006,0.302280
0.734994,0.062537,0.302462
0.739994,0.062888,0.302585
0.744994,0.063440,0.302771
0.749994,0.063807,0.302895
0.754994,0.064359,0.303083
0.759994,0.064747,0.303209
0.764994,0.065308,0.303400
0.769994,0.065763,0.303528
0.774994,0.066344,0.303721
0.779994,0.066778,0.303850
0.784993,0.067369,0.304046
0.789993,0.067658,0.304177
0.794993,0.068234,0.304375
0.799993,0.068467,0.304508
0.804993,0.058894,0.301897
0.809993,0.058817,0.302015
0.814993,0.059277,0.302194
0.819993,0.059226,0.302314
0.824993,0.059772,0.302496
0.829993,0.060207,0.302617
0.834993,0.060720,0.302801
0.839993,0.061052,0.302924
0.844993,0.061591,0.303110
0.849993,0.061970,0.303235
0.854993,0.062525,0.303423
0.859993,0.062826,0.303549
0.864992,0.063355,0.303740
0.869992,0.063636,0.303868
0.874992,0.064146,0.304061
0.879992,0.064538,0.304191
0.884992,0.065058,0.304386
0.889992,0.065333,0.304517
0.894992,0.065840,0.304715
0.899992,0.066424,0.304847
0.904992,0.069084,0.302226
0.909992,0.069540,0.302346
0.914992,0.070021,0.302525
0.919992,0.070322,0.302646
0.924992,0.070808,0.302828
0.929992,0.071149,0.302950
0.934992,0.071629,0.303134
0.939991,0.071928,0.303257
0.944991,0.072449,0.303443
0.949991,0.072793,0.303568
0.954991,0.073312,0.303757
0.959991,0.073539,0.303883
0.964991,0.074012,0.304074
0.969991,0.074335,0.304202
0.974991,0.074810,0.304394
0.979991,0.075183,0.304524
0.984991,0.075670,0.304719
0.989991,0.075846,0.304850
0.994991,0.076308,0.305047
0.999991,0.076933,0.305179
1.004991,0.125627,0.302551
1.009991,0.126000,0.302671
1.014991,0.126536,0.302851
1.019992,0.126831,0.302972
1.024992,0.127382,0.303154
1.029992,0.127739,0.303276
1.034992,0.128296,0.303460
1.039993,0.128658,0.303584
1.044993,0.129233,0.303770
1.049993,0.129612,0.303895
1.054993,0.130185,0.304083
1.059994,0.130580,0.304210
1.064994,0.131158,0.304400
1.069994,0.131506,0.304528
1.074994,0.132074,0.304720
1.079994,0.132484,0.304850
1.084995,0.133060,0.305044
1.089995,0.133396,0.305175
1.094995,0.133963,0.305372
1.099995,0.134320,0.305504
1.104996,0.146260,0.302870
1.109996,0.146498,0.302990
1.114996,0.147019,0.303170
1.119996,0.147374,0.303291
1.124997,0.147894,0.303473
1.129997,0.148231,0.303596
1.134997,0.148755,0.303780
1.139997,0.149110,0.303904
1.144997,0.149626,0.304090
1.149998,0.149962,0.304215
1.154998,0.150470,0.304403
1.159998,0.150789,0.304529
1.164998,0.151289,0.304720
1.169999,0.151605,0.304847
1.174999,0.152101,0.305039
1.179999,0.152414,0.305168
1.184999,0.152907,0.305363
1.190000,0.153103,0.305493
1.195000,0.153574,0.305689
1.200000,0.153877,0.305821
1.205000,0.158474,0.303183
1.210001,0.158906,0.303303
1.215001,0.159330,0.303483
1.220001,0.159612,0.303604
1.225001,0.160038,0.303787
1.230001,0.160367,0.303909
1.235002,0.160775,0.304093
1.240002,0.161030,0.304217
1.245002,0.161464,0.304403
1.250002,0.161762,0.304528
1.255003,0.162204,0.304716
1.260003,0.162545,0.304842
1.265003,0.163006,0.305032
1.270003,0.163208,0.305159
1.275004,0.163639,0.305351
1.280004,0.163868,0.305480
1.285004,0.164288,0.305674
1.290004,0.164535,0.305804
1.295004,0.164949,0.306000
1.300005,0.165197,0.306131
1.305005,0.140471,0.303490
1.310005,0.140492,0.303610
1.315005,0.140758,0.303791
1.320006,0.140987,0.303911
1.325006,0.141243,0.304094
1.330006,0.141462,0.304216
1.335006,0.141698,0.304400
1.340007,0.141871,0.304524
1.345007,0.142083,0.304710
1.350007,0.142230,0.304834
1.355007,0.142447,0.305022
1.360008,0.142628,0.305148
1.365008,0.142859,0.305338
1.370008,0.143088,0.305465
1.375008,0.143339,0.305657
1.380008,0.143565,0.305785
1.385009,0.143828,0.305979
1.390009,0.144259,0.306108
1.395009,0.144565,0.306304
1.400009,0.144897,0.306435
1.405010,0.110153,0.303791
1.410010,0.110136,0.303911
1.415010,0.110315,0.304091
1.420010,0.110510,0.304212
1.425011,0.110673,0.304394
1.430011,0.110674,0.304516
1.435011,0.110880,0.304700
1.440011,0.111007,0.304824
1.445011,0.111231,0.305010
1.450012,0.111378,0.305134
1.455012,0.111601,0.305322
1.460012,0.111747,0.305447
1.465012,0.111970,0.305637
1.470013,0.111995,0.305764
1.475013,0.112186,0.305955
1.480013,0.112246,0.306084
1.485013,0.112423,0.306277
1.490014,0.112627,0.306406
1.495014,0.112819,0.306601
1.500014,0.113036,0.306732
1.505014,0.131197,0.304086
1.510015,0.131313,0.304205
1.515015,0.131527,0.304386
1.520015,0.131773,0.304506
1.525015,0.131966,0.304689
1.530015,0.132046,0.304811
1.535016,0.132259,0.304994
1.540016,0.132387,0.305117
1.545016,0.132620,0.305303
1.550016,0.132781,0.305427
1.555017,0.133021,0.305615
1.560017,0.133064,0.305740
1.565017,0.133257,0.305930
1.570017,0.133499,0.306056
1.575018,0.133724,0.306247
1.580018,0.133768,0.306375
1.585018,0.133972,0.306568
1.590018,0.134054,0.306697
1.595019,0.134251,0.306892
1.600019,0.134587,0.307023
1.605019,0.193356,0.304374
1.610019,0.193705,0.304494
1.615019,0.194311,0.304674
1.620020,0.194717,0.304795
1.625020,0.195322,0.304976
1.630020,0.195726,0.305098
1.635020,0.196331,0.305282
1.640021,0.196739,0.305405
1.645021,0.197338,0.305590
1.650021,0.197720,0.305714
1.655021,0.198301,0.305902
1.660022,0.198617,0.306027
1.665022,0.199168,0.306216
1.670022,0.199533,0.306342
1.675022,0.200084,0.306533
1.680022,0.200560,0.306661
1.685023,0.201133,0.306853
1.690023,0.201453,0.306982
1.695023,0.202016,0.307177
1.700023,0.202409,0.307307
1.705024,0.157776,0.304657
1.710024,0.158063,0.304776
1.715024,0.158524,0.304956
1.720024,0.158852,0.305076
1.725025,0.159309,0.305258
1.730025,0.159652,0.305380
1.735025,0.160094,0.305563
1.740025,0.160386,0.305686
1.745026,0.160835,0.305871
1.750026,0.161128,0.305995
1.755026,0.161571,0.306182
1.760026,0.161848,0.306307
1.765026,0.162284,0.306496
1.770027,0.162598,0.306622
1.775027,0.163041,0.306812
1.780027,0.163353,0.306940
1.785027,0.163800,0.307132
1.790028,0.164205,0.307261
1.795028,0.164670,0.307455
1.800028,0.164895,0.307584
1.805028,0.147127,0.304933
1.810029,0.147279,0.305052
1.815029,0.147780,0.305232
1.820029,0.148089,0.305352
1.825029,0.148596,0.305534
1.830029,0.148899,0.305655
1.835030,0.149420,0.305838
1.840030,0.149775,0.305961
1.845030,0.150285,0.306146
1.850030,0.150607,0.306269
1.855031,0.151098,0.306456
1.860031,0.151471,0.306581
1.865031,0.151981,0.306769
1.870031,0.152276,0.306895
1.875032,0.152774,0.307085
1.880032,0.152969,0.307213
1.885032,0.153441,0.307405
1.890032,0.153597,0.307533
1.895033,0.154042,0.307727
1.900033,0.154258,0.307856
1.905033,0.149740,0.305203
1.910033,0.149633,0.305322
1.915033,0.149884,0.305502
1.920034,0.150060,0.305622
1.925034,0.150309,0.305803
1.930034,0.150463,0.305924
1.935034,0.150718,0.306107
1.940035,0.150886,0.306230
1.945035,0.151144,0.306414
1.950035,0.151335,0.306538
1.955035,0.151611,0.306724
1.960036,0.151746,0.306849
1.965036,0.152003,0.307037
1.970036,0.152130,0.307163
1.975036,0.152376,0.307353
1.980036,0.152367,0.307480
1.985037,0.152578,0.307671
1.990037,0.152971,0.307799
1.995037,0.153224,0.307993
2.000037,0.153155,0.308122
2.005037,0.148866,0.305467
2.010037,0.149095,0.305586
2.015036,0.149138,0.305765
2.020036,0.149123,0.305885
2.025036,0.149176,0.306066
2.030035,0.149216,0.306188
2.035035,0.149266,0.306370
2.040035,0.149305,0.306493
2.045034,0.149348,0.306677
2.050034,0.149377,0.306800
2.055033,0.149421,0.306986
2.060033,0.149418,0.307111
2.065033,0.149448,0.307299
2.070032,0.149557,0.307424
2.075032,0.149608,0.307614
2.080032,0.149702,0.307741
2.085031,0.149763,0.307932
2.090031,0.149681,0.308060
