time, Quad1.Est.E.X, Quad2.Est.E.X, Quad3.Est.E.X, Quad4.Est.E.X, Quad5.Est.E.X, Quad6.Est.E.X, Quad7.Est.E.X, Quad8.Est.E.X, Quad9.Est.E.X, Quad10.Est.E.X, Quad1.Est.S.X, Quad1.Est.S.X
0.210000,-0.000118,0.002016,-0.000522,0.067716
0.215000,-0.000121,0.002422,-0.000498,0.067747
0.220000,-0.000123,0.002690,-0.000484,0.069868
0.225000,-0.000126,0.003109,-0.000479,0.069877
0.230000,-0.000128,0.003385,-0.000482,0.069401
0.235000,-0.000131,0.003802,-0.000491,0.069391
0.240000,-0.000133,0.004140,-0.000505,0.073147
0.245000,-0.000136,0.004578,-0.000522,0.073126
0.250000,-0.000138,0.004629,-0.000538,0.062755
0.255000,-0.000141,0.005006,-0.000548,0.062738
0.260000,-0.000144,0.004916,-0.000548,0.051333
0.265000,-0.000146,0.005224,-0.000536,0.051341
0.270000,-0.000149,0.005530,-0.000516,0.054149
0.275000,-0.000152,0.005854,-0.000489,0.054178
0.280000,-0.000154,0.006107,-0.000457,0.055079
0.285000,-0.000156,0.006438,-0.000424,0.055120
0.290000,-0.000158,0.006650,-0.000394,0.054963
0.295000,-0.000160,0.006980,-0.000374,0.054994
0.300000,-0.000162,0.007074,-0.000365,0.052528
0.305000,-0.000164,-0.004389,-0.000367,0.029648
0.310000,-0.000166,-0.004344,-0.000376,0.033130
0.314999,-0.000168,-0.004145,-0.000390,0.033116
0.319999,-0.000170,-0.004040,-0.000410,0.036082
0.324999,-0.000172,-0.003823,-0.000437,0.036053
0.329999,-0.000174,-0.003685,-0.000469,0.031337
0.334999,-0.000176,-0.003497,-0.000505,0.031295
0.339999,-0.000179,-0.003512,-0.000544,0.017681
0.344999,-0.000182,-0.003406,-0.000586,0.017633
0.349999,-0.000185,-0.003392,-0.000632,0.014563
0.354999,-0.000188,-0.003305,-0.000680,0.014508
0.359999,-0.000192,-0.003290,-0.000727,0.012787
0.364999,-0.000196,-0.003213,-0.000773,0.012733
0.369999,-0.000200,-0.003013,-0.000814,0.017314
0.374999,-0.000204,-0.002910,-0.000845,0.017271
0.379999,-0.000208,-0.002824,-0.000865,0.017673
0.384999,-0.000212,-0.002718,-0.000874,0.017657
0.389999,-0.000217,-0.002692,-0.000874,0.016646
0.394998,-0.000221,-0.002592,-0.000870,0.016650
0.399998,-0.000225,-0.002251,-0.000863,0.022269
0.404998,-0.000230,0.003095,-0.000853,0.048730
0.409998,-0.000234,0.003249,-0.000838,0.050224
0.414998,-0.000238,0.003550,-0.000820,0.050244
0.419998,-0.000242,0.003706,-0.000797,0.053307
0.424998,-0.000246,0.004026,-0.000769,0.053337
0.429998,-0.000250,0.004244,-0.000736,0.052048
0.434998,-0.000253,0.004557,-0.000698,0.052091
0.439998,-0.000257,0.004741,-0.000655,0.048000
0.444998,-0.000260,0.005029,-0.000605,0.048056
0.449998,-0.000263,0.005065,-0.000547,0.037431
0.454998,-0.000265,0.005290,-0.000481,0.037507
0.459998,-0.000267,0.005439,-0.000411,0.037532
0.464998,-0.000269,0.005664,-0.000339,0.037620
0.469997,-0.000271,0.006174,-0.000268,0.049853
0.474997,-0.000272,0.006474,-0.000204,0.049935
0.479997,-0.000273,0.006910,-0.000151,0.056583
0.484997,-0.000273,0.007250,-0.000110,0.056640
0.489997,-0.000274,0.007325,-0.000084,0.053031
0.494997,-0.000274,0.007643,-0.000071,0.053053
0.499997,-0.000275,0.007992,-0.000064,0.055971
0.504997,-0.000275,0.009766,-0.000057,0.070209
0.509997,-0.000275,0.009983,-0.000046,0.072232
0.514997,-0.000275,0.010416,-0.000026,0.072252
0.519997,-0.000275,0.010683,0.000005,0.073429
0.524997,-0.000275,0.011124,0.000046,0.073473
0.529997,-0.000275,0.011417,0.000101,0.073570
0.534997,-0.000274,0.011859,0.000169,0.073644
0.539997,-0.000273,0.012151,0.000251,0.072856
0.544997,-0.000271,0.012589,0.000345,0.072962
0.549996,-0.000269,0.012931,0.000452,0.077315
0.554996,-0.000267,0.013395,0.000567,0.077450
0.559996,-0.000264,0.013849,0.000688,0.084754
0.564996,-0.000260,0.014357,0.000807,0.084901
0.569996,-0.000255,0.014444,0.000914,0.075711
0.574996,-0.000251,0.014899,0.001006,0.075832
0.579996,-0.000245,0.015207,0.001078,0.076064
0.584996,-0.000240,0.015664,0.001127,0.076137
0.589996,-0.000234,0.015720,0.001153,0.069955
0.594996,-0.000228,0.016139,0.001158,0.069973
0.599996,-0.000223,0.016140,0.001143,0.063876
0.604996,-0.000217,0.029471,0.001109,0.052642
0.609996,-0.000211,0.029752,0.001064,0.050600
0.614996,-0.000206,0.030056,0.001015,0.050540
0.619996,-0.000201,0.030223,0.000969,0.052115
0.624996,-0.000197,0.030535,0.000931,0.052063
0.629995,-0.000192,0.030801,0.000901,0.046254
0.634995,-0.000188,0.031078,0.000881,0.046224
0.639995,-0.000183,0.031258,0.000871,0.035864
0.644995,-0.000179,0.031473,0.000871,0.035855
0.649995,-0.000175,0.031684,0.000883,0.042709
0.654995,-0.000170,0.031940,0.000903,0.042728
0.659995,-0.000165,0.032128,0.000925,0.043695
0.664995,-0.000161,0.032390,0.000944,0.043720
0.669995,-0.000156,0.032433,0.000959,0.038569
0.674995,-0.000151,0.032664,0.000970,0.038581
0.679995,-0.000146,0.032291,0.000983,0.022353
0.684995,-0.000141,0.032425,0.001002,0.022368
0.689995,-0.000136,0.033023,0.001029,0.035508
0.694995,-0.000131,0.033236,0.001061,0.035541
0.699995,-0.000126,0.032659,0.001098,0.019392
0.704994,-0.000120,0.031495,0.001136,0.006597
0.709994,-0.000114,0.031285,0.001171,0.012925
0.714994,-0.000108,0.031363,0.001205,0.012959
0.719994,-0.000102,0.031473,0.001236,0.010520
0.724994,-0.000096,0.031536,0.001261,0.010548
0.729994,-0.000090,0.031624,0.001273,0.006721
0.734994,-0.000083,0.031664,0.001267,0.006719
0.739994,-0.000077,0.031684,0.001241,0.012715
0.744994,-0.000071,0.031760,0.001193,0.012668
0.749994,-0.000065,0.031810,0.001126,0.012536
0.754994,-0.000060,0.031885,0.001041,0.012444
0.759994,-0.000055,0.031974,0.000944,0.014708
0.764994,-0.000050,0.032062,0.000842,0.014588
0.769994,-0.000046,0.032285,0.000741,0.021184
0.774994,-0.000043,0.032412,0.000647,0.021068
0.779994,-0.000040,0.032588,0.000559,0.023930
0.784993,-0.000038,0.032732,0.000477,0.023830
0.789993,-0.000035,0.032610,0.000400,0.018066
0.794993,-0.000034,0.032719,0.000327,0.017979
0.799993,-0.000032,0.032475,0.000254,0.010717
0.804993,-0.000031,0.044315,0.000176,0.041051
0.809993,-0.000030,0.044020,0.000093,0.052814
0.814993,-0.000030,0.044337,0.000005,0.052712
0.819993,-0.000031,0.044075,-0.000088,0.071567
0.824993,-0.000031,0.044504,-0.000179,0.071455
0.829993,-0.000032,0.044883,-0.000265,0.064124
0.834993,-0.000034,0.045268,-0.000346,0.064023
0.839993,-0.000036,0.045511,-0.000420,0.069632
0.844993,-0.000038,0.045929,-0.000489,0.069546
0.849993,-0.000041,0.046234,-0.000552,0.073138
0.854993,-0.000044,0.046673,-0.000612,0.073062
0.859993,-0.000047,0.046872,-0.000666,0.067218
0.864992,-0.000051,0.047275,-0.000717,0.067154
0.869992,-0.000054,0.047449,-0.000765,0.063132
0.874992,-0.000058,0.047828,-0.000811,0.063076
0.879992,-0.000062,0.048149,-0.000859,0.065269
0.884992,-0.000067,0.048540,-0.000911,0.065210
0.889992,-0.000072,0.048706,-0.000969,0.062610
0.894992,-0.000077,0.049081,-0.001034,0.062535
0.899992,-0.000082,0.049658,-0.001103,0.070028
0.904992,-0.000088,0.046997,-0.001177,0.068041
0.909992,-0.000094,0.047449,-0.001255,0.063435
0.914992,-0.000100,0.047830,-0.001342,0.063338
0.919992,-0.000107,0.048053,-0.001440,0.064409
0.924992,-0.000115,0.048440,-0.001552,0.064283
0.929992,-0.000123,0.048721,-0.001680,0.062421
0.934992,-0.000132,0.049095,-0.001827,0.062256
0.939991,-0.000142,0.049315,-0.001995,0.072157
0.944991,-0.000152,0.049748,-0.002179,0.071945
0.949991,-0.000164,0.050029,-0.002375,0.070946
0.954991,-0.000176,0.050455,-0.002574,0.070705
0.959991,-0.000189,0.050565,-0.002766,0.059412
0.964991,-0.000204,0.050921,-0.002946,0.059187
0.969991,-0.000219,0.051169,-0.003109,0.059556
0.974991,-0.000235,0.051526,-0.003250,0.059373
0.979991,-0.000252,0.051845,-0.003366,0.061927
0.984991,-0.000269,0.052216,-0.003458,0.061803
0.989991,-0.000286,0.052250,-0.003525,0.055959
0.994991,-0.000304,0.052585,-0.003569,0.055893
0.999991,-0.000322,0.053266,-0.003591,0.066528
1.004991,-0.000340,0.037582,-0.003596,0.038507
1.009991,-0.000358,0.037783,-0.003589,0.037363
1.014991,-0.000376,0.038007,-0.003575,0.037378
1.019992,-0.000394,0.037947,-0.003556,0.045326
1.024992,-0.000411,0.038219,-0.003535,0.045351
1.029992,-0.000429,0.038361,-0.003514,0.048201
1.034992,-0.000446,0.038650,-0.003494,0.048227
1.039993,-0.000464,0.038812,-0.003471,0.058104
1.044993,-0.000481,0.039161,-0.003440,0.058138
1.049993,-0.000498,0.039380,-0.003398,0.056231
1.054993,-0.000515,0.039718,-0.003345,0.056292
1.059994,-0.000532,0.039985,-0.003279,0.059113
1.064994,-0.000548,0.040340,-0.003203,0.059202
1.069994,-0.000564,0.040453,-0.003119,0.053901
1.074994,-0.000579,0.040777,-0.003025,0.054012
1.079994,-0.000594,0.041094,-0.002923,0.057430
1.084995,-0.000608,0.041439,-0.002817,0.057560
1.089995,-0.000622,0.041514,-0.002710,0.053411
1.094995,-0.000635,0.041834,-0.002603,0.053543
1.099995,-0.000648,0.041980,-0.002496,0.052009
1.104996,-0.000660,0.038807,-0.002381,0.026150
1.109996,-0.000671,0.038532,-0.002257,0.035548
1.114996,-0.000682,0.038745,-0.002121,0.035706
1.119996,-0.000692,0.038919,-0.001971,0.034680
1.124997,-0.000702,0.039127,-0.001809,0.034866
1.129997,-0.000710,0.039232,-0.001635,0.037385
1.134997,-0.000718,0.039457,-0.001452,0.037599
1.139997,-0.000725,0.039629,-0.001264,0.031922
1.144997,-0.000730,0.039821,-0.001072,0.032149
1.149998,-0.000735,0.039919,-0.000880,0.027344
1.154998,-0.000739,0.040084,-0.000690,0.027574
1.159998,-0.000742,0.040119,-0.000509,0.022636
1.164998,-0.000744,0.040255,-0.000340,0.022847
1.169999,-0.000745,0.040281,-0.000182,0.020060
1.174999,-0.000746,0.040401,-0.000028,0.020245
1.179999,-0.000745,0.040415,0.000129,0.018109
1.184999,-0.000744,0.040524,0.000295,0.018301
1.190000,-0.000742,0.040095,0.000474,0.004631
1.195000,-0.000739,0.040123,0.000667,0.004856
1.200000,-0.000735,0.040099,0.000874,0.004004
1.205000,-0.000730,0.064361,0.001090,0.054787
1.210001,-0.000724,0.064912,0.001312,0.046897
1.215001,-0.000717,0.065194,0.001531,0.047165
1.220001,-0.000709,0.065380,0.001738,0.047437
1.225001,-0.000699,0.065665,0.001929,0.047678
1.230001,-0.000689,0.065963,0.002098,0.040498
1.235002,-0.000678,0.066207,0.002244,0.040689
1.240002,-0.000667,0.066330,0.002370,0.051568
1.245002,-0.000654,0.066640,0.002478,0.051707
1.250002,-0.000642,0.066866,0.002576,0.054946
1.255003,-0.000629,0.067196,0.002670,0.055060
1.260003,-0.000615,0.067525,0.002760,0.062520
1.265003,-0.000601,0.067901,0.002846,0.062627
1.270003,-0.000586,0.067898,0.002927,0.051564
1.275004,-0.000572,0.068208,0.002996,0.051656
1.280004,-0.000556,0.068274,0.003049,0.047008
1.285004,-0.000541,0.068556,0.003081,0.047060
1.290004,-0.000526,0.068668,0.003088,0.044972
1.295004,-0.000510,0.068938,0.003071,0.044966
1.300005,-0.000495,0.069051,0.003034,0.043382
1.305005,-0.000480,0.069082,0.002980,0.037837
1.310005,-0.000465,0.068946,0.002910,0.044791
1.315005,-0.000451,0.069214,0.002826,0.044700
1.320006,-0.000437,0.069495,0.002733,0.040854
1.325006,-0.000424,0.069740,0.002629,0.040737
1.330006,-0.000411,0.070000,0.002515,0.034007
1.335006,-0.000399,0.070204,0.002392,0.033865
1.340007,-0.000387,0.070371,0.002266,0.025599
1.345007,-0.000376,0.070524,0.002144,0.025453
1.350007,-0.000366,0.070636,0.002028,0.027049
1.355007,-0.000356,0.070798,0.001918,0.026915
1.360008,-0.000347,0.070977,0.001819,0.031736
1.365008,-0.000338,0.071168,0.001732,0.031627
1.370008,-0.000329,0.071443,0.001654,0.038125
1.375008,-0.000321,0.071671,0.001587,0.038040
1.380008,-0.000314,0.071939,0.001529,0.041845
1.385009,-0.000306,0.072189,0.001482,0.041784
1.390009,-0.000299,0.072859,0.001443,0.055559
1.395009,-0.000292,0.073193,0.001408,0.055514
1.400009,-0.000285,0.073664,0.001379,0.061365
1.405010,-0.000278,0.065667,0.001354,0.041538
1.410010,-0.000271,0.065628,0.001333,0.046495
1.415010,-0.000265,0.065907,0.001314,0.046471
1.420010,-0.000258,0.066218,0.001295,0.041849
1.425011,-0.000252,0.066470,0.001275,0.041825
1.430011,-0.000245,0.066461,0.001257,0.053672
1.435011,-0.000239,0.066782,0.001244,0.053652
1.440011,-0.000233,0.066979,0.001239,0.058160
1.445011,-0.000227,0.067328,0.001246,0.058159
1.450012,-0.000220,0.067557,0.001265,0.057578
1.455012,-0.000214,0.067903,0.001297,0.057608
1.460012,-0.000207,0.068128,0.001344,0.057268
1.465012,-0.000201,0.068472,0.001405,0.057332
1.470013,-0.000193,0.068499,0.001478,0.048443
1.475013,-0.000186,0.068790,0.001563,0.048538
1.480013,-0.000178,0.068874,0.001654,0.044898
1.485013,-0.000169,0.069144,0.001751,0.045012
1.490014,-0.000160,0.069463,0.001849,0.048927
1.495014,-0.000150,0.069757,0.001941,0.049043
1.500014,-0.000140,0.070096,0.002022,0.052491
1.505014,-0.000130,0.067791,0.002087,0.049415
1.510015,-0.000120,0.067941,0.002133,0.050597
1.515015,-0.000109,0.068245,0.002163,0.050641
1.520015,-0.000098,0.068647,0.002179,0.043367
1.525015,-0.000087,0.068907,0.002187,0.043380
1.530015,-0.000076,0.068988,0.002192,0.049605
1.535016,-0.000065,0.069285,0.002200,0.049611
1.540016,-0.000054,0.069458,0.002217,0.056058
1.545016,-0.000043,0.069794,0.002244,0.056087
1.550016,-0.000032,0.070028,0.002277,0.057778
1.555017,-0.000020,0.070375,0.002311,0.057821
1.560017,-0.000008,0.070383,0.002339,0.042534
1.565017,0.000003,0.070638,0.002361,0.042565
1.570017,0.000015,0.071023,0.002374,0.052086
1.575018,0.000027,0.071335,0.002379,0.052100
1.580018,0.000039,0.071341,0.002372,0.045279
1.585018,0.000051,0.071613,0.002355,0.045264
1.590018,0.000062,0.071689,0.002331,0.042358
1.595019,0.000074,0.071943,0.002299,0.042326
1.600019,0.000085,0.072497,0.002258,0.051417
1.605019,0.000097,0.084544,0.002205,0.072591
1.610019,0.000107,0.084720,0.002140,0.075316
1.615019,0.000118,0.085172,0.002062,0.075231
1.620020,0.000128,0.085479,0.001974,0.074907
1.625020,0.000137,0.085929,0.001881,0.074798
1.630020,0.000147,0.086230,0.001791,0.074585
1.635020,0.000155,0.086677,0.001711,0.074482
1.640021,0.000164,0.086984,0.001642,0.072284
1.645021,0.000172,0.087417,0.001584,0.072209
1.650021,0.000179,0.087665,0.001533,0.064939
1.655021,0.000187,0.088055,0.001488,0.064883
1.660022,0.000194,0.088150,0.001446,0.053510
1.665022,0.000201,0.088471,0.001405,0.053461
1.670022,0.000208,0.088679,0.001363,0.053169
1.675022,0.000215,0.088998,0.001320,0.053118
1.680022,0.000221,0.089458,0.001275,0.061436
1.685023,0.000228,0.089827,0.001228,0.061382
1.690023,0.000234,0.089931,0.001177,0.057443
1.695023,0.000239,0.090275,0.001121,0.057379
1.700023,0.000245,0.090545,0.001059,0.058275
1.705024,0.000250,0.079904,0.000991,0.074357
1.710024,0.000255,0.080166,0.000919,0.075144
1.715024,0.000259,0.080617,0.000843,0.075054
1.720024,0.000263,0.080956,0.000764,0.073554
1.725025,0.000267,0.081397,0.000684,0.073459
1.730025,0.000270,0.081764,0.000602,0.068486
1.735025,0.000273,0.082174,0.000518,0.068385
1.740025,0.000275,0.082441,0.000434,0.069985
1.745026,0.000277,0.082861,0.000351,0.069884
1.750026,0.000278,0.083128,0.000275,0.067771
1.755026,0.000279,0.083535,0.000206,0.067684
1.760026,0.000280,0.083769,0.000141,0.065153
1.765026,0.000281,0.084160,0.000078,0.065077
1.770027,0.000281,0.084464,0.000014,0.066956
1.775027,0.000281,0.084865,-0.000051,0.066877
1.780027,0.000280,0.085164,-0.000116,0.067884
1.785027,0.000280,0.085572,-0.000177,0.067809
1.790028,0.000279,0.086049,-0.000233,0.073465
1.795028,0.000277,0.086490,-0.000281,0.073402
1.800028,0.000276,0.086620,-0.000316,0.069505
1.805028,0.000274,0.090316,-0.000343,0.062862
1.810029,0.000272,0.090295,-0.000366,0.069457
1.815029,0.000270,0.090712,-0.000391,0.069430
1.820029,0.000268,0.090948,-0.000422,0.070915
1.825029,0.000266,0.091374,-0.000457,0.070876
1.830029,0.000264,0.091602,-0.000493,0.074556
1.835030,0.000261,0.092049,-0.000526,0.074514
1.840030,0.000259,0.092360,-0.000548,0.071280
1.845030,0.000256,0.092788,-0.000556,0.071261
1.850030,0.000253,0.093042,-0.000547,0.066035
1.855031,0.000250,0.093438,-0.000522,0.066057
1.860031,0.000248,0.093777,-0.000483,0.071143
1.865031,0.000246,0.094204,-0.000435,0.071198
1.870031,0.000244,0.094416,-0.000382,0.068026
1.875032,0.000242,0.094824,-0.000330,0.068091
1.880032,0.000240,0.094873,-0.000284,0.060616
1.885032,0.000239,0.095237,-0.000246,0.060666
1.890032,0.000238,0.095221,-0.000213,0.053561
1.895033,0.000237,0.095543,-0.000178,0.053600
1.900033,0.000236,0.095624,-0.000134,0.050480
1.905033,0.000236,0.088757,-0.000077,0.020903
1.910033,0.000235,0.088414,-0.000005,0.031324
1.915033,0.000236,0.088602,0.000078,0.031419
1.920034,0.000236,0.088741,0.000168,0.031017
1.925034,0.000237,0.088927,0.000260,0.031128
1.930034,0.000239,0.089030,0.000348,0.032684
1.935034,0.000241,0.089226,0.000430,0.032786
1.940035,0.000243,0.089353,0.000506,0.033903
1.945035,0.000246,0.089557,0.000575,0.033990
1.950035,0.000249,0.089723,0.000639,0.039014
1.955035,0.000253,0.089957,0.000701,0.039091
1.960036,0.000256,0.090030,0.000764,0.033460
1.965036,0.000260,0.090231,0.000828,0.033536
1.970036,0.000265,0.090290,0.000894,0.030282
1.975036,0.000269,0.090472,0.000962,0.030362
1.980036,0.000274,0.090302,0.001031,0.020641
1.985037,0.000280,0.090426,0.001095,0.020721
1.990037,0.000285,0.090938,0.001151,0.032568
1.995037,0.000291,0.091133,0.001191,0.032627
2.000037,0.000297,0.090862,0.001216,0.023166
2.005037,0.000303,0.085384,0.001224,-0.019627
2.010037,0.000309,0.085624,0.001217,-0.027410
2.015036,0.000315,0.085459,0.001199,-0.027429
2.020036,0.000321,0.085273,0.001172,-0.024622
2.025036,0.000327,0.085126,0.001140,-0.024660
2.030035,0.000333,0.085036,0.001102,-0.025288
2.035035,0.000338,0.084884,0.001060,-0.025347
2.040035,0.000343,0.084791,0.001017,-0.027804
2.045034,0.000348,0.084624,0.000975,-0.027886
2.050034,0.000353,0.084514,0.000935,-0.027670
2.055033,0.000358,0.084348,0.000894,-0.027781
2.060033,0.000362,0.084183,0.000848,-0.031529
2.065033,0.000366,0.083994,0.000794,-0.031710
2.070032,0.000370,0.084026,0.000730,-0.024718
2.075032,0.000373,0.083878,0.000651,-0.024941
2.080032,0.000376,0.083883,0.000557,-0.021488
2.085031,0.000379,0.083754,0.000447,-0.021766
2.090031,0.000380,0.083449,0.000322,-0.028176
