time, Quad1.Est.E.X, Quad2.Est.E.X, Quad3.Est.E.X, Quad4.Est.E.X, Quad5.Est.E.X, Quad6.Est.E.X, Quad7.Est.E.X, Quad8.Est.E.X, Quad9.Est.E.X, Quad10.Est.E.X, Quad1.Est.S.X, Quad1.Est.S.X
0.614996,nan,0.022775,0.003059
0.619996,-0.164585,0.005837,0.003051
0.624996,nan,0.003672,0.003038
0.629995,-0.134067,-0.007829,0.003025
0.634995,nan,-0.009817,0.003016
0.639995,0.037198,-0.007539,0.003012
0.644995,nan,-0.007436,0.003011
0.649995,-0.027782,-0.012458,0.003016
0.654995,nan,-0.012840,0.003027
0.659995,-0.010340,-0.010632,0.003038
0.664995,nan,-0.008619,0.003051
0.669995,0.075222,-0.002481,0.003066
0.674995,nan,-0.005185,0.003089
0.679995,-0.128057,-0.013706,0.003118
0.684995,nan,-0.013570,0.003151
0.689995,0.104209,-0.005321,0.003189
0.694995,nan,-0.004748,0.003228
0.699995,0.272430,0.015433,0.003265
0.704994,nan,0.017870,0.003299
0.709994,0.053011,0.019974,0.003333
0.714994,nan,0.020436,0.003361
0.719994,-0.130041,0.009514,0.003382
0.724994,nan,0.011066,0.003398
0.729994,-0.040065,0.003330,0.003410
0.734994,nan,0.007007,0.003419
0.739994,0.051767,0.009955,0.003427
0.744994,nan,0.009089,0.003434
0.749994,-0.005393,0.008846,0.003440
0.754994,nan,0.011344,0.003450
0.759994,-0.000259,0.009703,0.003466
0.764994,nan,0.009413,0.003483
0.769994,0.041877,0.013855,0.003498
0.774994,nan,0.014758,0.003511
0.779994,-0.011430,0.013478,0.003526
0.784993,nan,0.011593,0.003545
0.789993,-0.040383,0.005992,0.003571
0.794993,nan,0.006873,0.003603
0.799993,-0.126901,-0.003007,0.003638
0.804993,nan,-0.000682,0.003671
0.809993,0.003012,0.001014,0.003700
0.814993,nan,-0.000767,0.003725
0.819993,-0.165257,-0.015443,0.003746
0.824993,nan,-0.011638,0.003760
0.829993,-0.143549,-0.023384,0.003768
0.834993,nan,-0.026313,0.003771
0.839993,-0.039894,-0.026671,0.003773
0.844993,nan,-0.027080,0.003773
0.849993,-0.067609,-0.033605,0.003775
0.854993,nan,-0.033183,0.003775
0.859993,0.026113,-0.028414,0.003771
0.864992,nan,-0.029969,0.003765
0.869992,-0.035377,-0.030620,0.003761
0.874992,nan,-0.029958,0.003757
0.879992,-0.076536,-0.034668,0.003753
0.884992,nan,-0.035850,0.003745
0.889992,-0.072941,-0.038053,0.003731
0.894992,nan,-0.039609,0.003709
0.899992,-0.068733,-0.042755,0.003679
0.904992,nan,-0.040637,0.003644
0.909992,-0.000964,-0.039440,0.003601
0.914992,nan,-0.040429,0.003548
0.919992,0.149174,-0.026193,0.003486
0.924992,nan,-0.027172,0.003417
0.929992,0.225607,-0.009894,0.003339
0.934992,nan,-0.009707,0.003256
0.939991,-0.076873,-0.016009,0.003172
0.944991,nan,-0.017240,0.003088
0.949991,0.047240,-0.011628,0.003009
0.954991,nan,-0.008841,0.002937
0.959991,0.027228,-0.005414,0.002877
0.964991,nan,-0.006035,0.002826
0.969991,-0.013208,-0.006666,0.002782
0.974991,nan,-0.008251,0.002742
0.979991,0.024364,-0.004734,0.002708
0.984991,nan,-0.002632,0.002678
0.989991,0.009354,-0.001942,0.002647
0.994991,nan,-0.001539,0.002619
0.999991,-0.057875,-0.005024,0.002593
1.004991,nan,-0.004429,0.002567
1.009991,-0.049634,-0.009582,0.002541
1.014991,nan,-0.008395,0.002515
1.019992,0.092850,-0.003622,0.002490
1.024992,nan,-0.003616,0.002465
1.029992,-0.065066,-0.008813,0.002440
1.034992,nan,-0.008523,0.002417
1.039993,0.139390,0.003705,0.002396
1.044993,nan,0.002318,0.002372
1.049993,0.060337,0.007505,0.002345
1.054993,nan,0.009528,0.002317
1.059994,0.171651,0.021587,0.002286
1.064994,nan,0.023185,0.002250
1.069994,-0.000264,0.021893,0.002215
1.074994,nan,0.023393,0.002181
1.079994,0.067199,0.028128,0.002148
1.084995,nan,0.030844,0.002112
1.089995,-0.046536,0.023790,0.002075
1.094995,nan,0.020524,0.002036
1.099995,0.070067,0.026755,0.001993
1.104996,nan,0.028147,0.001945
1.109996,-0.030033,0.023377,0.001892
1.114996,nan,0.022483,0.001837
1.119996,0.001360,0.020911,0.001778
1.124997,nan,0.022513,0.001715
1.129997,0.051193,0.025498,0.001649
1.134997,nan,0.025734,0.001583
1.139997,0.172659,0.036222,0.001516
1.144997,nan,0.040619,0.001448
1.149998,0.095856,0.045789,0.001379
1.154998,nan,0.047978,0.001309
1.159998,-0.017168,0.044857,0.001241
1.164998,nan,0.044626,0.001179
1.169999,-0.147072,0.028992,0.001121
1.174999,nan,0.029522,0.001071
1.179999,-0.027164,0.025753,0.001024
1.184999,nan,0.025392,0.000979
1.190000,0.035745,0.026917,0.000938
1.195000,nan,0.026708,0.000899
1.200000,-0.153223,0.013812,0.000861
1.205000,nan,0.012289,0.000824
1.210001,-0.115527,0.002540,0.000793
1.215001,nan,0.000394,0.000770
1.220001,0.092135,0.008296,0.000751
1.225001,nan,0.009324,0.000733
1.230001,-0.122061,-0.001133,0.000714
1.235002,nan,-0.001609,0.000697
1.240002,-0.150859,-0.012677,0.000679
1.245002,nan,-0.014033,0.000658
1.250002,-0.128647,-0.024961,0.000634
1.255003,nan,-0.024429,0.000609
1.260003,0.147028,-0.011818,0.000581
1.265003,nan,-0.010461,0.000547
1.270003,0.039926,-0.003375,0.000507
1.275004,nan,-0.003360,0.000465
1.280004,0.103003,0.003500,0.000420
1.285004,nan,0.000516,0.000374
1.290004,-0.152328,-0.010632,0.000327
1.295004,nan,-0.009583,0.000279
1.300005,-0.072228,-0.015149,0.000229
1.305005,nan,-0.016526,0.000178
1.310005,-0.040981,-0.015912,0.000131
1.315005,nan,-0.017830,0.000087
1.320006,-0.035552,-0.018023,0.000041
1.325006,nan,-0.020435,-0.000006
1.330006,0.108646,-0.010579,-0.000048
1.335006,nan,-0.009696,-0.000086
1.340007,-0.037254,-0.012263,-0.000126
1.345007,nan,-0.014283,-0.000170
1.350007,0.043758,-0.007045,-0.000211
1.355007,nan,-0.004861,-0.000251
1.360008,0.100434,0.003124,-0.000294
1.365008,nan,0.002150,-0.000335
1.370008,0.029807,0.005627,-0.000372
1.375008,nan,0.007712,-0.000406
1.380008,0.125277,0.016448,-0.000442
1.385009,nan,0.019097,-0.000478
1.390009,-0.039859,0.014887,-0.000510
1.395009,nan,0.014694,-0.000539
1.400009,0.095787,0.019719,-0.000562
1.405010,nan,0.017796,-0.000580
1.410010,0.014698,0.016455,-0.000596
1.415010,nan,0.015285,-0.000612
1.420010,-0.071366,0.008545,-0.000625
1.425011,nan,0.011117,-0.000638
1.430011,-0.085142,0.004213,-0.000652
1.435011,nan,0.003749,-0.000668
1.440011,-0.112208,-0.004516,-0.000680
1.445011,nan,-0.003501,-0.000686
1.450012,-0.003408,-0.004327,-0.000690
1.455012,nan,-0.001249,-0.000694
1.460012,-0.094289,-0.009197,-0.000698
1.465012,nan,-0.009099,-0.000698
1.470013,-0.065388,-0.013349,-0.000692
1.475013,nan,-0.016513,-0.000679
1.480013,0.027085,-0.013539,-0.000660
1.485013,nan,-0.014539,-0.000636
1.490014,0.233641,0.006491,-0.000605
1.495014,nan,0.007468,-0.000567
1.500014,0.039012,0.008767,-0.000525
1.505014,nan,0.010480,-0.000482
1.510015,0.131076,0.020880,-0.000436
1.515015,nan,0.022718,-0.000390
1.520015,0.004031,0.023124,-0.000344
1.525015,nan,0.023586,-0.000294
1.530015,0.033396,0.022930,-0.000239
1.535016,nan,0.026461,-0.000179
1.540016,-0.131632,0.013600,-0.000117
1.545016,nan,0.014789,-0.000054
1.550016,-0.081697,0.006125,0.000013
1.555017,nan,0.006261,0.000083
1.560017,0.012142,0.005990,0.000153
1.565017,nan,0.007639,0.000219
1.570017,-0.088397,0.003191,0.000283
1.575018,nan,0.005046,0.000343
1.580018,0.195120,0.022148,0.000397
1.585018,nan,0.022756,0.000447
1.590018,-0.186945,0.008661,0.000492
1.595019,nan,0.009729,0.000533
1.600019,-0.064846,0.004017,0.000577
1.605019,nan,0.002603,0.000625
1.610019,-0.063773,-0.002907,0.000676
1.615019,nan,-0.001749,0.000731
1.620020,-0.022976,-0.003777,0.000786
1.625020,nan,-0.004135,0.000839
1.630020,-0.010667,-0.006253,0.000892
1.635020,nan,-0.007467,0.000950
1.640021,0.007305,-0.005190,0.001012
1.645021,nan,-0.005627,0.001076
1.650021,-0.121394,-0.016104,0.001143
1.655021,nan,-0.017678,0.001216
1.660022,0.024100,-0.016275,0.001298
1.665022,nan,-0.016357,0.001386
1.670022,0.126264,-0.004246,0.001474
1.675022,nan,-0.007979,0.001562
1.680022,0.084962,0.000922,0.001648
1.685023,nan,0.001527,0.001728
1.690023,-0.079055,-0.004165,0.001800
1.695023,nan,-0.002727,0.001871
1.700023,0.033624,-0.001345,0.001943
1.705024,nan,0.003145,0.002021
1.710024,-0.116549,-0.005197,0.002105
1.715024,nan,-0.002754,0.002191
1.720024,0.041794,-0.000475,0.002281
1.725025,nan,-0.001353,0.002370
1.730025,-0.008386,-0.001415,0.002456
1.735025,nan,-0.003199,0.002539
1.740025,-0.134274,-0.012897,0.002620
1.745026,nan,-0.010059,0.002696
1.750026,-0.174252,-0.022191,0.002763
1.755026,nan,-0.020721,0.002821
1.760026,0.080226,-0.013406,0.002877
1.765026,nan,-0.015398,0.002932
1.770027,-0.099754,-0.021569,0.002986
1.775027,nan,-0.023147,0.003044
1.780027,-0.052121,-0.026685,0.003104
1.785027,nan,-0.027951,0.003164
1.790028,0.152392,-0.015154,0.003220
1.795028,nan,-0.014444,0.003272
1.800028,-0.056398,-0.018864,0.003320
1.805028,nan,-0.016475,0.003363
1.810029,-0.076574,-0.021930,0.003398
1.815029,nan,-0.023173,0.003429
1.820029,0.026598,-0.018808,0.003460
1.825029,nan,-0.021154,0.003490
1.830029,-0.043772,-0.023959,0.003519
1.835030,nan,-0.021308,0.003544
1.840030,0.148497,-0.006089,0.003563
1.845030,nan,-0.006996,0.003577
1.850030,0.057320,-0.002077,0.003589
1.855031,nan,-0.001105,0.003602
1.860031,-0.036534,-0.003208,0.003613
1.865031,nan,-0.004056,0.003625
1.870031,-0.034500,-0.005168,0.003638
1.875032,nan,-0.006288,0.003650
1.880032,-0.129878,-0.014717,0.003659
1.885032,nan,-0.012962,0.003669
1.890032,-0.089901,-0.020928,0.003685
1.895033,nan,-0.019629,0.003704
1.900033,0.123745,-0.007738,0.003726
1.905033,nan,-0.007683,0.003751
1.910033,-0.134375,-0.016869,0.003779
1.915033,nan,-0.016063,0.003810
1.920034,-0.044600,-0.018478,0.003843
1.925034,nan,-0.019007,0.003872
1.930034,0.001043,-0.018451,0.003900
1.935034,nan,-0.022065,0.003926
1.940035,-0.004933,-0.023255,0.003951
1.945035,nan,-0.021478,0.003977
1.950035,0.187411,-0.005521,0.004009
1.955035,nan,-0.003724,0.004045
1.960036,0.185268,0.012256,0.004087
1.965036,nan,0.015640,0.004135
1.970036,-0.045334,0.010006,0.004185
1.975036,nan,0.006299,0.004236
1.980036,-0.101013,-0.000990,0.004290
1.985037,nan,-0.003261,0.004347
1.990037,0.075237,0.005673,0.004405
1.995037,nan,0.003891,0.004460
2.000037,-0.141115,-0.006471,0.004511
2.005037,nan,-0.005977,0.004556
2.010037,-0.052012,-0.010296,0.004599
2.015036,nan,-0.009930,0.004642
2.020036,-0.212408,-0.027238,0.004688
2.025036,nan,-0.026030,0.004735
2.030035,-0.069859,-0.030992,0.004784
2.035035,nan,-0.029184,0.004832
2.040035,-0.062122,-0.030540,0.004879
2.045034,nan,-0.028368,0.004925
2.050034,-0.113874,-0.037525,0.004969
2.055033,nan,-0.037094,0.005011
2.060033,-0.152566,-0.047014,0.005051
2.065033,nan,-0.046036,0.005093
2.070032,0.033331,-0.041235,0.005136
2.075032,nan,-0.043821,0.005176
2.080032,0.013148,-0.041375,0.005216
2.085031,nan,-0.038391,0.005257
2.090031,-0.335734,-0.061812,0.005300
2.095031,nan,-0.063286,0.005341
2.100030,0.166429,-0.047127,0.005385
2.105030,nan,-0.047141,0.005432
2.110029,-0.057056,-0.047108,0.005486
2.115029,nan,-0.049906,0.005548
2.120029,0.172387,-0.031561,0.005618
2.125028,nan,-0.034297,0.005694
2.130028,-0.128002,-0.040430,0.005774
2.135028,nan,-0.042668,0.005859
2.140027,-0.092657,-0.048689,0.005945
2.145027,nan,-0.049663,0.006028
2.150027,0.023638,-0.044209,0.006104
2.155026,nan,-0.046348,0.006174
2.160026,-0.084490,-0.051172,0.006234
2.165025,nan,-0.049985,0.006281
2.170025,0.106099,-0.038524,0.006311
2.175025,nan,-0.042232,0.006323
2.180024,-0.034553,-0.039516,0.006316
2.185024,nan,-0.039493,0.006294
2.190024,0.000143,-0.036870,0.006263
2.195023,nan,-0.037550,0.006224
2.200023,-0.009462,-0.036339,0.006183
2.205023,nan,-0.033956,0.006144
2.210022,0.001981,-0.031589,0.006103
2.215022,nan,-0.032030,0.006058
2.220021,-0.002664,-0.028542,0.006006
2.225021,nan,-0.027800,0.005946
2.230021,0.177759,-0.013399,0.005874
2.235020,nan,-0.013483,0.005793
2.240020,-0.106502,-0.021415,0.005704
2.245020,nan,-0.021977,0.005607
2.250019,0.058168,-0.017967,0.005507
2.255019,nan,-0.017023,0.005406
2.260019,-0.140452,-0.024301,0.005306
2.265018,nan,-0.024605,0.005206
2.270018,0.034606,-0.020176,0.005110
2.275017,nan,-0.021566,0.005015
2.280017,0.090927,-0.013680,0.004916
2.285017,nan,-0.011101,0.004809
2.290016,-0.105742,-0.020279,0.004701
2.295016,nan,-0.015872,0.004592
2.300016,0.092732,-0.008685,0.004483
2.305015,nan,-0.007900,0.004372
2.310015,-0.086319,-0.012783,0.004254
2.315015,nan,-0.011628,0.004133
2.320014,0.127479,0.000705,0.004017
2.325014,nan,0.001828,0.003903
2.330014,0.077394,0.006741,0.003792
2.335013,nan,0.007146,0.003679
2.340013,0.012245,0.009776,0.003560
2.345012,nan,0.010734,0.003441
2.350012,-0.103388,-0.000688,0.003321
2.355012,nan,-0.003485,0.003204
2.360011,0.003313,-0.002347,0.003092
2.365011,nan,-0.002069,0.002990
2.370011,0.035606,-0.000365,0.002893
2.375010,nan,-0.000090,0.002799
2.380010,0.128652,0.009952,0.002706
2.385010,nan,0.009712,0.002618
2.390009,-0.240711,-0.011041,0.002535
2.395009,nan,-0.010533,0.002462
2.400008,0.112290,-0.003899,0.002396
2.405008,nan,-0.004498,0.002338
2.410008,-0.034470,-0.006919,0.002286
2.415007,nan,-0.004292,0.002236
2.420007,-0.156179,-0.013009,0.002188
2.425007,nan,-0.016446,0.002144
2.430006,-0.039488,-0.019428,0.002098
2.435006,nan,-0.019114,0.002049
2.440006,-0.189856,-0.032757,0.001997
2.445005,nan,-0.032469,0.001943
2.450005,-0.062021,-0.032612,0.001892
2.455004,nan,-0.030631,0.001843
2.460004,0.171301,-0.015099,0.001796
2.465004,nan,-0.014507,0.001750
2.470003,-0.010907,-0.013005,0.001702
2.475003,nan,-0.012156,0.001650
2.480003,0.075026,-0.005344,0.001597
2.485002,nan,-0.005079,0.001546
2.490002,-0.157628,-0.017368,0.001496
2.495002,nan,-0.014535,0.001445
2.500001,0.096966,-0.003974,0.001389
2.505001,nan,-0.004745,0.001325
2.510000,0.058156,-0.002058,0.001257
2.515000,nan,-0.001870,0.001193
2.520000,0.044676,0.002796,0.001135
2.524999,nan,0.000971,0.001082
2.529999,-0.050877,-0.001713,0.001033
2.534999,nan,-0.002862,0.000986
2.539998,0.036365,-0.000418,0.000942
2.544998,nan,0.000066,0.000896
2.549998,0.175118,0.013171,0.000850
2.554997,nan,0.012540,0.000805
2.559997,0.010291,0.012927,0.000760
2.564996,nan,0.013570,0.000716
2.569996,0.020310,0.013362,0.000675
2.574996,nan,0.012687,0.000636
2.579995,-0.140054,-0.001268,0.000603
2.584995,nan,-0.001765,0.000570
2.589995,-0.043099,-0.002975,0.000535
2.594994,nan,-0.002391,0.000502
2.599994,0.132832,0.008476,0.000470
2.604994,nan,0.009883,0.000433
2.609993,-0.065776,0.002926,0.000389
2.614993,nan,0.005763,0.000340
2.619992,0.106099,0.014715,0.000286
2.624992,nan,0.018760,0.000225
2.629992,0.134483,0.026600,0.000156
2.634991,nan,0.025897,0.000079
2.639991,0.217667,0.041965,-0.000005
2.644991,nan,0.040115,-0.000092
2.649990,-0.016079,0.035895,-0.000180
2.654990,nan,0.036358,-0.000267
2.659990,0.110402,0.042189,-0.000354
2.664989,nan,0.041787,-0.000440
2.669989,0.118268,0.045841,-0.000527
2.674989,nan,0.047328,-0.000615
2.679988,-0.114940,0.037738,-0.000699
2.684988,nan,0.037051,-0.000776
2.689987,0.044436,0.040581,-0.000845
2.694987,nan,0.036419,-0.000910
2.699987,0.021846,0.034345,-0.000972
2.704986,nan,0.038229,-0.001031
2.709986,-0.092674,0.028156,-0.001088
2.714986,nan,0.030445,-0.001145
2.719985,0.098531,0.036829,-0.001201
2.724985,nan,0.036962,-0.001257
2.729985,-0.115450,0.024396,-0.001311
2.734984,nan,0.025800,-0.001365
2.739984,0.051036,0.027923,-0.001416
2.744983,nan,0.026754,-0.001470
2.749983,0.059468,0.028061,-0.001530
2.754983,nan,0.026892,-0.001595
2.759982,-0.080054,0.016595,-0.001664
2.764982,nan,0.015037,-0.001736
2.769982,0.037649,0.018239,-0.001809
2.774981,nan,0.017864,-0.001877
2.779981,-0.096861,0.007520,-0.001937
2.784981,nan,0.006924,-0.001990
2.789980,-0.126735,-0.003901,-0.002036
2.794980,nan,-0.005954,-0.002073
2.799979,-0.180238,-0.018647,-0.002102
2.804979,nan,-0.017720,-0.002119
2.809979,0.201231,-0.001058,-0.002125
2.814978,nan,-0.003876,-0.002123
2.819978,0.014509,-0.004856,-0.002118
2.824978,nan,-0.004269,-0.002108
2.829977,-0.086325,-0.009386,-0.002090
2.834977,nan,-0.009623,-0.002064
2.839977,-0.171596,-0.024455,-0.002036
2.844976,nan,-0.023073,-0.002011
2.849976,0.106020,-0.013313,-0.001988
2.854975,nan,-0.014816,-0.001972
2.859975,0.073270,-0.008150,-0.001964
2.864975,nan,-0.007600,-0.001961
2.869974,0.148390,0.004934,-0.001963
2.874974,nan,0.003488,-0.001974
2.879974,0.077253,0.008280,-0.001992
2.884973,nan,0.004864,-0.002015
2.889973,0.051054,0.007219,-0.002041
2.894973,nan,0.005737,-0.002071
2.899972,-0.153635,-0.005453,-0.002104
2.904972,nan,-0.007942,-0.002142
2.909971,-0.244993,-0.025908,-0.002182
2.914971,nan,-0.024029,-0.002224
2.919971,-0.049294,-0.027169,-0.002265
2.924970,nan,-0.023908,-0.002310
2.929970,0.013802,-0.020678,-0.002359
2.934970,nan,-0.021376,-0.002409
2.939969,-0.004457,-0.019734,-0.002463
2.944969,nan,-0.018896,-0.002517
2.949969,-0.042794,-0.021120,-0.002569
2.954968,nan,-0.020795,-0.002617
2.959968,0.036956,-0.015879,-0.002660
2.964967,nan,-0.014588,-0.002698
2.969967,0.056637,-0.008328,-0.002728
2.974967,nan,-0.010633,-0.002745
2.979966,0.110198,-0.003638,-0.002750
2.984966,nan,-0.004166,-0.002744
2.989966,0.098581,0.002261,-0.002729
2.994965,nan,0.002999,-0.002710
2.999965,0.266029,0.023502,-0.002691
3.004965,nan,0.026318,-0.002672
3.009964,0.022108,0.025699,-0.002654
3.014964,nan,0.026872,-0.002636
3.019964,0.016208,0.023591,-0.002620
3.024963,nan,0.020713,-0.002605
3.029963,0.031767,0.022946,-0.002587
3.034962,nan,0.024286,-0.002563
3.039962,-0.024838,0.020283,-0.002535
3.044962,nan,0.019534,-0.002502
3.049961,0.116176,0.025390,-0.002460
3.054961,nan,0.025224,-0.002408
3.059961,0.024536,0.026123,-0.002341
3.064960,nan,0.025759,-0.002257
3.069960,0.089846,0.033518,-0.002152
3.074960,nan,0.032771,-0.002025
3.079959,-0.057532,0.023150,-0.001874
3.084959,nan,0.024896,-0.001696
3.089958,-0.089058,0.018854,-0.001490
3.094958,nan,0.017262,-0.001251
3.099958,0.015541,0.018319,-0.000976
3.104957,nan,0.018984,-0.000665
3.109957,0.219307,0.036315,-0.000313
3.114957,nan,0.038096,0.000086
3.119956,0.065747,0.040845,0.000537
3.124956,nan,0.040271,0.001040
3.129956,0.210697,0.055544,0.001594
3.134955,nan,0.054562,0.002200
3.139955,0.141013,0.061780,0.002863
3.144954,nan,0.062664,0.003582
3.149954,0.086328,0.066148,0.004363
3.154954,nan,0.072951,0.005206
3.159953,0.047727,0.069659,0.006110
3.164953,nan,0.069007,0.007075
3.169953,-0.203210,0.047302,0.008097
3.174952,nan,0.046345,0.009176
3.179952,0.144378,0.054602,0.010314
3.184952,nan,0.054271,0.011518
3.189951,-0.187505,0.037668,0.012793
3.194951,nan,0.041167,0.014140
3.199950,0.004951,0.040631,0.015558
3.204950,nan,0.038822,0.017046
3.209950,0.094700,0.045447,0.018605
3.214949,nan,0.043324,0.020232
3.219949,0.095410,0.050817,0.021927
3.224949,nan,0.057180,0.023688
3.229948,0.023159,0.056181,0.025520
3.234948,nan,0.059627,0.027423
3.239948,0.031648,0.056893,0.029393
3.244947,nan,0.058669,0.031428
3.249947,0.007718,0.057456,0.033533
3.254946,nan,0.061119,0.035708
3.259946,0.100032,0.066317,0.037952
3.264946,nan,0.068848,0.040262
3.269945,-0.031076,0.060157,0.042631
3.274945,nan,0.066342,0.045051
3.279945,0.028095,0.065194,0.047515
3.284944,nan,0.066831,0.050021
3.289944,0.135143,0.074195,0.052567
3.294944,nan,0.075536,0.055150
3.299943,0.143096,0.082184,0.057770
3.304943,nan,0.081854,0.060428
3.309942,0.193556,0.095440,0.063125
3.314942,nan,0.099679,0.065864
3.319942,-0.198909,0.077163,0.068640
3.324941,nan,0.081634,0.071448
3.329941,0.369733,0.105026,0.074289
3.334941,nan,0.105306,0.077159
3.339940,0.016069,0.100619,0.080060
3.344940,nan,0.104349,0.082988
3.349940,0.078816,0.106081,0.085944
3.354939,nan,0.104648,0.088925
3.359939,0.067717,0.105310,0.091931
3.364938,nan,0.109232,0.094961
3.369938,0.194806,0.117944,0.098019
3.374938,nan,0.120306,0.101104
3.379937,-0.009950,0.112423,0.104219
3.384937,nan,0.115441,0.107364
3.389937,0.146988,0.121383,0.110542
3.394936,nan,0.126065,0.113751
3.399936,0.119448,0.127010,0.116998
3.404936,nan,0.133996,0.120284
3.409935,0.266818,0.148566,0.123609
3.414935,nan,0.150453,0.126975
3.419935,0.104180,0.149483,0.130380
3.424934,nan,0.152187,0.133821
3.429934,0.062839,0.146661,0.137300
3.434933,nan,0.146742,0.140820
3.439933,0.025625,0.141976,0.144378
3.444933,nan,0.147495,0.147975
3.449932,0.359150,0.166195,0.151618
3.454932,nan,0.171041,0.155305
3.459932,0.037244,0.161997,0.159039
3.464931,nan,0.167224,0.162820
3.469931,0.364774,0.184175,0.166649
3.474931,nan,0.187758,0.170522
3.479930,0.208290,0.193301,0.174435
3.484930,nan,0.198564,0.178393
3.489929,0.208090,0.201326,0.182398
3.494929,nan,0.206247,0.186445
3.499929,0.075818,0.200610,0.190532
3.504928,nan,0.206438,0.194670
3.509928,0.253603,0.212853,0.198863
3.514928,nan,0.219088,0.203111
3.519927,0.135461,0.214980,0.207411
3.524927,nan,0.221709,0.211761
3.529927,0.145511,0.218103,0.216161
3.534926,nan,0.222701,0.220611
3.539926,0.269680,0.228042,0.225115
3.544925,nan,0.235312,0.229679
3.549925,0.211095,0.236062,0.234306
3.554925,nan,0.242564,0.238997
3.559924,0.245864,0.247664,0.243753
3.564924,nan,0.256678,0.248568
3.569924,0.247180,0.257613,0.253437
3.574923,nan,0.264138,0.258356
3.579923,0.235344,0.265579,0.263323
3.584923,nan,0.273437,0.268338
3.589922,0.196932,0.270344,0.273402
3.594922,nan,0.278326,0.278516
3.599921,0.288685,0.284918,0.283679
3.604921,nan,0.292163,0.288889
3.609921,0.354931,0.300772,0.294141
3.614920,nan,0.304786,0.299432
3.619920,0.347089,0.311530,0.304764
3.624920,nan,0.319686,0.310139
3.629919,0.248311,0.316972,0.315562
3.634919,nan,0.323628,0.321033
3.639919,0.429554,0.336253,0.326552
3.644918,nan,0.344678,0.332119
3.649918,0.221534,0.340223,0.337733
3.654917,nan,0.347698,0.343389
3.659917,0.399284,0.353512,0.349086
3.664917,nan,0.361387,0.354824
3.669916,0.362118,0.369004,0.360602
3.674916,nan,0.379049,0.366418
3.679916,0.470977,0.393350,0.372266
3.684915,nan,0.401613,0.378150
3.689915,0.503004,0.413714,0.384075
3.694915,nan,0.420555,0.390041
3.699914,0.274683,0.416080,0.396048
3.704914,nan,0.424291,0.402094
3.709913,0.563943,0.441094,0.408177
3.714913,nan,0.448613,0.414298
3.719913,0.524696,0.459633,0.420462
3.724912,nan,0.467657,0.426668
3.729912,0.133258,0.442852,0.432909
3.734912,nan,0.452605,0.439180
3.739911,0.164276,0.435828,0.445478
3.744911,nan,0.441832,0.451803
3.749911,0.428115,0.445700,0.458152
3.754910,nan,0.453065,0.464529
3.759910,0.422928,0.455354,0.470932
3.764910,nan,0.463745,0.477364
3.769909,0.482895,0.469635,0.483828
3.774909,nan,0.474039,0.490321
3.779908,0.469054,0.479556,0.496840
3.784908,nan,0.486020,0.503387
3.789908,0.499698,0.490687,0.509965
3.794907,nan,0.498188,0.516572
3.799907,0.737526,0.522973,0.523203
3.804907,nan,0.532665,0.529861
3.809906,0.601105,0.543648,0.536544
0.005000,0.000000,-0.000000,0.000000,-0.000000
0.010000,0.000000,0.000013,0.000002,0.003324
0.015000,0.000000,0.000033,0.000005,0.003327
0.020000,0.000000,-0.000015,0.000012,-0.003546
0.025000,0.000000,-0.000036,0.000018,-0.003536
0.030000,0.000000,-0.000050,0.000019,-0.003479
0.035000,0.000000,-0.000070,0.000009,-0.003483
0.040000,0.000000,-0.000063,-0.000017,-0.002370
0.045000,0.000000,-0.000078,-0.000062,-0.002414
0.050000,-0.000000,-0.000067,-0.000125,-0.001601
0.055000,-0.000001,-0.000077,-0.000201,-0.001685
0.060000,-0.000003,-0.000301,-0.000287,-0.009505
0.065000,-0.000004,-0.000358,-0.000380,-0.009614
0.070000,-0.000006,-0.000310,-0.000470,-0.007013
0.075000,-0.000009,-0.000352,-0.000553,-0.007120
0.080000,-0.000012,-0.000005,-0.000623,0.003066
0.085000,-0.000015,0.000013,-0.000680,0.002992
0.090000,-0.000019,0.000416,-0.000725,0.012506
0.095000,-0.000023,0.000491,-0.000763,0.012462
0.100000,-0.000026,0.000738,-0.000796,0.016812
0.105000,-0.000031,0.003434,-0.000827,0.103790
0.110000,-0.000035,0.003853,-0.000858,0.101316
0.115000,-0.000039,0.004461,-0.000886,0.101282
0.120000,-0.000044,0.004867,-0.000911,0.101392
0.125000,-0.000048,0.005475,-0.000933,0.101364
0.130000,-0.000053,0.005900,-0.000951,0.102640
0.135000,-0.000058,0.006516,-0.000965,0.102618
0.140000,-0.000063,0.006940,-0.000972,0.103200
0.145000,-0.000068,0.007559,-0.000974,0.103191
0.150000,-0.000072,0.007865,-0.000968,0.099403
0.155000,-0.000077,0.008462,-0.000956,0.099411
0.160000,-0.000082,0.008467,-0.000937,0.087720
0.165000,-0.000087,0.008993,-0.000911,0.087746
0.170000,-0.000091,0.009339,-0.000875,0.087623
0.175000,-0.000095,0.009865,-0.000831,0.087672
0.180000,-0.000099,0.010347,-0.000782,0.090755
0.185000,-0.000103,0.010891,-0.000732,0.090815
0.190000,-0.000107,0.011596,-0.000684,0.098040
0.195000,-0.000110,0.012184,-0.000637,0.098097
0.200000,-0.000113,0.012744,-0.000593,0.101382
0.205000,-0.000116,0.001761,-0.000554,0.066737
